id,modulus,public exponent,first prime,second prime,private exponent,time to generate key (ns)
0,00:b2:6e:6b:b8:bd:70:d0:ac:46:00:8a:f9:e2:0b:4487:c7:d1:bc:fd:de:3a:63:5d:34:cf:f5:d3:e4:c2:c84b:9a:39:61:d3:28:1c:69:60:c8:b5:c6:1f:e3:cc:c519:dd:b0:26:48:7f:33:1b:6b:9d:c3:ad:76:cd:bb:43b3:,01:00:01:,00:eb:35:98:09:dc:a9:d6:0b:79:70:df:73:cf:22:bdcf:ac:fd:aa:a6:8a:b2:d6:99:d0:00:77:77:20:f8:1303:,00:c2:34:08:4a:c8:3c:09:aa:a4:96:43:fc:8b:ba:2533:9e:4a:67:4f:ff:e8:5d:5f:cc:e7:fa:22:80:cd:d591:,29:9e:d6:23:be:94:ad:28:32:1f:f8:4a:f7:6e:37:6b10:b2:1c:ca:7e:e6:d1:bc:b1:0f:fd:40:92:f0:d8:755d:f6:cc:24:ad:88:b0:2e:0e:28:34:2c:8b:dd:a0:b831:28:73:ec:f6:07:e4:e5:d3:cb:4f:b8:74:83:83:e1
1,00:b1:a2:9b:dc:e6:a4:4e:0d:ac:ce:17:e8:07:97:61df:39:67:04:24:f4:02:41:ae:94:dc:b4:de:9f:27:0881:9e:c9:f0:ef:51:7e:44:f1:49:10:5d:f4:3c:93:4d47:aa:54:0d:b4:00:65:ff:f4:f7:96:d6:35:27:79:2ab9:,01:00:01:,00:e0:d8:30:79:70:a4:83:bd:a3:f1:e7:13:68:8b:1192:2e:c4:ad:80:e4:e4:37:3a:ea:b3:60:4f:54:8e:ea25:,00:ca:3f:c8:da:e3:9a:c0:9b:0d:2b:d0:3e:f4:df:4cf8:55:9b:ec:c9:47:56:b2:79:56:4b:58:ad:4f:94:b805:,6f:0e:e9:3f:ac:fb:a0:c9:2f:f7:12:3f:41:2f:c6:4317:d2:6e:66:e4:1f:dd:0c:d7:89:3d:93:ca:11:4f:611f:ed:6e:8e:fa:32:3f:9f:27:b0:cf:b9:78:9a:50:d8f5:37:46:3b:2e:29:5a:1a:4f:8e:bf:06:2c:26:77:e1
2,00:b8:dd:ae:58:55:d6:fb:bd:c8:c4:66:9f:24:13:13fe:ba:dd:61:a3:6c:f6:fc:d1:a9:50:25:ab:b4:36:4dd8:cd:d0:47:17:07:19:7f:7f:2f:f6:1b:41:ca:26:465b:24:5d:54:1e:88:e3:50:fa:39:54:c1:cb:4f:9b:4579:,01:00:01:,00:e1:7c:ef:79:a3:54:21:2c:be:81:99:f5:c5:f5:0eba:d6:91:b8:87:39:14:cd:16:2c:62:0d:81:65:f8:070d:,00:d1:e1:91:5a:95:e4:22:f4:7e:51:8a:a6:2c:b5:362b:c0:f6:ae:f4:39:e2:3a:7d:f1:a1:f5:a8:a3:0e:1d1d:,00:88:7b:21:3c:16:23:a1:b7:7b:81:84:41:f9:60:1c62:f3:92:7d:83:29:ef:2e:b7:9b:48:90:87:33:84:e3f2:ea:93:14:cc:3d:33:0b:a1:50:df:7f:38:f0:dd:9c35:6f:c3:c2:f0:a4:3e:cd:f1:94:39:08:84:08:98:11
3,00:ca:e8:fa:d5:a5:09:f9:3c:2e:c3:cc:6d:51:cf:56d8:c2:72:c4:82:d5:66:50:f9:22:b2:33:60:01:3c:038c:c0:4f:f5:50:1c:b4:2a:13:5a:4e:1a:a8:0f:fb:5e9b:21:de:b7:1f:1c:4c:22:d0:34:af:ea:db:6c:d3:c6ed:,01:00:01:,00:de:bb:75:71:77:57:2d:0c:a2:2c:7c:47:0d:13:5061:1a:2f:e5:fb:8c:b4:18:d5:10:e3:95:c7:fc:4a:1d73:,00:e9:37:96:2f:78:77:9e:19:e7:ad:54:57:f5:c8:3b20:ba:80:99:4f:90:01:29:a1:43:8b:74:07:07:0f:721f:,00:b4:93:ea:c7:3f:7d:44:c5:7e:88:d9:e1:60:31:3984:e6:67:e4:e2:da:af:97:d8:60:3c:5e:e4:4d:b4:ef22:3a:2d:d5:fa:03:e6:8d:38:0b:bb:b2:37:a3:ea:729f:cd:c4:18:03:1f:2f:52:b2:29:95:13:b3:4c:1b:6c31:
4,00:c6:12:f7:16:da:4c:c1:ca:08:4a:c0:f2:a6:2e:b9b0:e0:ac:55:3c:5a:d0:71:b5:f6:f1:a5:2c:89:e1:0965:23:af:4b:bd:50:06:a7:51:02:2a:4c:a4:00:eb:f8e8:ac:ac:a0:aa:fb:08:df:14:06:c5:20:f8:c8:64:9261:,01:00:01:,00:d9:9f:b8:2b:c3:4a:49:43:d8:b4:ff:bc:97:e6:c59c:b5:7e:4e:ce:c1:39:b3:22:3d:92:be:66:30:6a:cec9:,00:e9:00:b3:59:ce:27:fc:b0:64:16:ed:65:5d:c5:bc09:04:83:03:08:3c:33:f0:0a:8a:6f:59:6b:df:13:fad9:,00:c1:78:98:dd:3b:91:a9:e0:3b:45:39:3e:4a:50:6d94:75:80:1f:29:7a:d3:0b:9e:df:7c:9d:07:ea:0d:636c:2c:cb:a8:fb:0a:2e:49:03:a2:cd:51:a0:e6:77:b178:35:2c:5b:2c:fa:14:7c:e8:9d:07:48:93:08:1b:7a81:
5,00:ca:02:13:3e:b4:fa:06:ac:df:10:1a:a5:f1:b8:fc9a:9a:d6:17:71:08:8d:bc:b8:bb:8d:43:a7:af:55:2845:ff:2a:50:cf:62:e6:fb:a8:66:bc:3a:9f:1f:46:8919:9f:64:5b:4c:be:cc:98:62:bd:1a:8d:a7:2f:ec:9bbd:,01:00:01:,00:e5:7d:6a:e3:f7:59:2a:e2:a9:d3:d1:4e:68:37:d5da:d4:a4:65:bb:ec:2a:22:89:07:51:5f:ee:09:7c:646f:,00:e1:57:f3:ef:cd:e0:33:02:bc:85:b0:0a:79:9b:ee72:fb:79:b5:1b:e0:fa:88:42:4f:4d:09:63:c8:48:1093:,2e:73:77:b5:6d:ac:28:a8:cb:ca:4a:36:6a:75:1d:30f7:f5:cf:02:20:f3:66:b8:1b:f8:89:dc:1f:47:37:b128:3a:f0:41:e9:aa:28:a2:d4:8d:df:08:b5:cc:94:5041:63:68:22:fc:06:9f:6d:b7:15:48:cd:90:8f:2f:09
6,00:bd:eb:d9:94:aa:02:dc:d8:e9:dd:de:29:6f:bc:9bc2:ed:f4:46:71:30:2b:bc:37:4e:73:4e:70:84:eb:3efa:a1:d8:47:6a:5d:5b:e9:f4:b8:f4:0b:de:27:b1:fee7:7a:2d:b9:18:71:93:92:8b:28:6a:3e:a1:23:88:0fe7:,01:00:01:,00:d6:14:4f:3c:5d:a6:38:46:b6:bf:dd:48:94:a2:adb3:9f:ff:d4:03:8c:c7:8e:7f:e6:dd:b4:aa:2d:23:db37:,00:e3:1c:82:76:92:cf:70:22:cb:a7:d2:75:30:09:cf37:a5:43:0c:ed:03:d6:b8:58:b7:d8:c2:2a:78:ca:a8d1:,14:f1:7c:35:eb:a5:93:2b:0c:67:1e:07:9d:bd:c3:c374:30:1a:d0:82:8a:60:20:0d:33:a3:f3:be:84:9e:961e:39:d1:3e:5f:f0:e8:4b:6c:c1:7f:ab:46:a0:25:dc65:0d:7c:b6:b1:14:fb:ba:fd:7a:68:cf:01:0e:bc:a1
7,00:c2:33:57:99:30:e1:a4:bd:18:22:0b:73:27:52:a1b0:69:62:87:99:43:88:48:73:42:22:6e:7a:14:1b:4113:4a:e5:87:d3:5d:1b:1e:71:a3:51:97:3e:c5:14:1d5c:8d:cb:5d:e8:21:93:7f:52:aa:d7:02:1c:2d:83:71e1:,01:00:01:,00:f8:b9:72:27:28:ad:9c:0d:f5:b3:c3:b4:91:dd:92f2:9c:45:50:d3:d3:49:90:ac:eb:da:84:29:4c:32:12f5:,00:c7:e1:99:3a:3e:60:80:1c:eb:0d:70:cb:6d:92:5280:da:29:1e:ac:9a:77:c4:12:23:26:5c:17:b5:33:c7bd:,6b:f8:89:aa:85:4f:de:fc:b7:2f:2e:78:7e:93:65:8c24:7b:80:72:88:e6:7b:89:81:6a:8d:4b:d8:63:f2:c062:c7:d8:fa:af:57:3a:3d:c7:2c:e9:89:b1:6f:05:1ad6:3f:77:d9:36:54:12:11:f1:61:93:7f:3c:be:d2:f1
8,00:c9:18:0d:97:1f:98:e0:6f:03:16:69:e3:1a:5b:a109:87:1c:37:5a:08:8d:af:41:78:3e:b8:9e:68:65:33a7:f8:1f:48:cb:45:0c:09:0c:15:a0:b6:b0:33:1a:129a:8f:05:09:9d:e5:6e:13:5d:d5:7e:22:8b:ca:a0:c65f:,01:00:01:,00:e8:97:9d:d0:37:b9:27:a7:ea:a0:4d:e7:ec:b8:9873:66:f1:f0:51:fe:55:4d:bb:fe:5b:eb:63:19:14:3267:,00:dd:54:ee:67:0e:ce:3e:fd:92:d8:fd:20:12:c5:7d2d:d9:bb:33:7f:d5:ae:a4:cf:0e:7b:da:8e:df:74:0149:,38:68:0d:cf:d9:26:19:b6:29:e8:8c:95:0e:5c:ab:642f:c8:e3:61:d6:ca:5f:61:7e:e8:21:03:16:07:65:2076:2e:33:25:54:1c:42:2d:82:fa:73:c1:3f:90:be:b9f3:96:c6:37:a2:9e:e1:4c:1e:ca:43:69:46:3c:6c:51
9,00:d0:74:38:4a:db:c3:8a:3c:bb:35:48:55:99:19:b865:ae:de:f5:ba:1b:d6:33:82:af:a8:62:b6:d1:c7:1547:cc:cf:f2:94:a4:fe:fe:01:48:c4:5b:7a:72:51:0e41:3d:14:17:03:b9:23:32:23:4f:5a:8f:ae:bf:e4:56a9:,01:00:01:,00:e8:87:89:92:b5:c5:1d:3b:ae:02:68:b2:06:cf:863c:86:4d:d0:bc:64:48:bd:72:86:88:1f:eb:66:a2:4ad9:,00:e5:7e:95:32:ab:19:45:e5:d6:3d:56:27:aa:95:2ada:70:af:cf:54:dc:5c:28:76:bc:99:86:e2:ba:a6:e851:,33:c8:2b:13:ad:73:ed:ab:18:76:2b:f9:d7:86:64:201e:48:94:92:1e:c8:1f:13:9f:bf:1c:86:7d:a6:0e:cacc:78:26:7d:9e:56:db:22:2b:17:26:31:68:bb:4e:8969:cf:ba:cc:90:d2:0e:ed:7c:8b:c6:8d:c5:d8:94:01
10,00:99:38:c7:70:0e:f7:65:b7:44:ee:0c:71:2d:39:3626:f7:31:b7:2a:93:b6:a4:70:8a:8f:06:c6:bc:14:c539:31:40:c5:e2:6b:31:ed:f5:8b:b7:f9:24:d5:7d:2013:09:ea:1e:ed:8c:16:da:0b:b0:09:c9:62:1b:5e:bb79:,01:00:01:,00:ca:bb:08:92:f7:44:b5:1f:de:da:a2:14:f5:63:814b:fc:7d:a2:d4:7c:e6:48:8b:31:0c:60:46:b4:22:94f9:,00:c1:7b:76:d6:94:8b:db:7c:08:d8:5d:79:a8:07:4d1f:67:ae:3a:65:1c:b7:75:c1:10:06:d0:cc:66:4b:7a81:,75:2f:e3:f9:64:b8:fa:e6:ac:a5:94:86:8b:1c:12:bac2:9d:17:86:4c:eb:87:e1:3b:58:20:ca:a6:d7:0b:ef7f:1e:d8:bf:61:b9:c9:f7:e1:66:9c:ad:b3:bc:ef:0ed5:c9:29:df:43:38:35:6c:b8:a5:89:e0:02:cc:10:01
11,00:b5:6e:a8:38:df:89:4b:bc:cb:f7:28:0a:69:dd:a81f:1c:2c:5d:7b:dc:13:67:5a:04:7b:01:3f:90:41:53fa:3b:99:53:4b:70:96:91:fd:11:3e:80:b3:f6:3a:567f:f3:7c:0b:4f:1b:f9:23:9d:31:0f:77:3d:d7:6b:1a9d:,01:00:01:,00:cb:ec:04:dc:7c:eb:61:be:7b:3d:92:6f:9d:92:df73:3d:5d:17:b7:43:36:82:c1:14:fc:e7:d5:78:fa:ddf5:,00:e3:c4:4f:5a:25:02:9a:b6:ce:6e:88:a9:fa:c5:1854:61:55:7d:43:50:b7:e6:85:cb:10:3d:a3:0a:1e:f909:,05:bc:71:e5:1a:6c:24:d0:db:41:fd:2a:17:1e:c2:e9f8:e2:0e:32:94:4a:a8:c1:d7:d2:6b:bf:ae:b7:e2:07c1:a4:a4:2b:ec:3c:b8:3d:8a:b9:be:2c:9b:3b:44:f35e:fa:df:9a:dc:92:3a:41:f0:5d:ba:68:1a:ba:57:01
12,00:eb:4f:08:77:65:ce:0a:42:4e:a7:4c:18:90:fb:89d5:6c:77:ce:e9:fd:b9:d7:6c:89:34:1b:c8:77:3c:09ca:71:1f:2b:bd:12:96:4f:c1:c1:38:57:b0:a6:5a:27ee:66:83:f9:df:a5:a6:15:f2:f2:27:53:63:6e:61:522d:,01:00:01:,00:f1:31:76:6a:81:aa:c3:f2:f7:dd:dc:59:47:10:5f34:eb:16:93:ba:24:29:36:c0:10:b1:d7:96:c9:98:f903:,00:f9:c1:17:59:3f:35:5d:43:03:b5:05:27:84:70:2118:cb:75:6d:c8:5e:ea:a3:b1:ea:03:fa:b4:f4:ed:e90f:,00:ce:47:9e:78:6c:fa:ce:eb:89:e0:07:49:91:ef:b0c9:34:29:63:6e:a5:4b:01:9a:d8:3c:a2:0e:7e:d8:570b:3e:f4:66:18:66:95:7b:00:74:e7:b4:50:07:5e:bf20:92:a2:a3:4b:a2:3e:e7:83:0b:68:a9:6e:86:6e:cbd1:
13,00:c0:c2:bb:95:1d:65:61:15:09:f4:f6:3e:12:37:2dbe:da:04:b9:b7:f3:85:dc:cc:d1:7f:16:6c:5c:0d:f5d3:27:09:4d:1c:6c:17:bc:96:74:e7:ea:ef:d6:6f:e9db:85:5a:a3:84:dc:80:cc:09:3c:d2:56:59:89:0f:48e5:,01:00:01:,00:da:cc:a0:83:77:02:18:fb:de:6c:87:0b:e5:75:cb21:49:9e:1a:78:b1:8e:4f:0f:a1:dd:80:0d:05:ae:e379:,00:e1:88:c1:fc:c1:a8:65:4c:9e:c2:bd:7a:a2:a9:5b7c:0a:f8:d5:25:a9:e0:1e:fd:36:f8:a3:80:fe:4a:e9cd:,00:85:49:e2:35:e1:06:ca:13:a7:37:e8:d1:d0:fc:b0b8:28:bf:5d:c0:72:36:dd:10:0f:c8:e6:33:75:8f:fdab:9a:31:e0:87:b4:13:d5:22:4a:aa:36:ff:d8:34:865d:49:90:f9:a3:e9:1a:4f:3d:07:d2:4b:39:69:c4:0a21:
